# Forces     
# CofR       : (5.000000e-01 0.000000e+00 0.000000e+00)
# Time       forces(pressure viscous porous)	moments(pressure viscous porous)
84           	((-4.406742e-06 2.857221e-05 3.009745e-26) (3.828501e-05 4.643610e-07 -2.603417e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.285832e-06 -6.610113e-07 -7.238767e-06) (-6.965414e-08 5.742751e-06 -2.032742e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
85           	((-4.422497e-06 2.868959e-05 3.096333e-26) (3.787880e-05 4.641751e-07 -2.610447e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.303438e-06 -6.633745e-07 -7.247498e-06) (-6.962627e-08 5.681821e-06 -2.012996e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
86           	((-4.439635e-06 2.879002e-05 3.133487e-26) (3.748037e-05 4.640594e-07 -2.614507e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.318503e-06 -6.659452e-07 -7.256391e-06) (-6.960891e-08 5.622056e-06 -1.993665e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
87           	((-4.458345e-06 2.888793e-05 3.166463e-26) (3.708948e-05 4.640310e-07 -2.617404e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.333190e-06 -6.687517e-07 -7.264970e-06) (-6.960465e-08 5.563422e-06 -1.974730e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
88           	((-4.477470e-06 2.899307e-05 3.229942e-26) (3.670590e-05 4.640881e-07 -2.621005e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.348960e-06 -6.716204e-07 -7.273283e-06) (-6.961322e-08 5.505886e-06 -1.956176e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
89           	((-4.495728e-06 2.910647e-05 3.332621e-26) (3.632943e-05 4.642173e-07 -2.626451e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.365971e-06 -6.743592e-07 -7.281567e-06) (-6.963260e-08 5.449415e-06 -1.937990e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
90           	((-4.512935e-06 2.922268e-05 3.456947e-26) (3.595986e-05 4.644085e-07 -2.633724e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.383402e-06 -6.769402e-07 -7.290047e-06) (-6.966127e-08 5.393979e-06 -1.920165e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
91           	((-4.529841e-06 2.933486e-05 3.575331e-26) (3.559699e-05 4.646621e-07 -2.641839e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.400229e-06 -6.794761e-07 -7.298810e-06) (-6.969931e-08 5.339549e-06 -1.902690e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
92           	((-4.547216e-06 2.944144e-05 3.671960e-26) (3.524064e-05 4.649843e-07 -2.649632e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.416217e-06 -6.820824e-07 -7.307732e-06) (-6.974764e-08 5.286096e-06 -1.885558e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
93           	((-4.582431e-06 2.953195e-05 -2.107993e-26) (3.489121e-05 4.653606e-07 -2.526556e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.429793e-06 -6.873646e-07 -7.316529e-06) (-6.980409e-08 5.233681e-06 -1.868750e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
94           	((-4.599213e-06 2.965512e-05 -2.012425e-26) (3.454850e-05 4.657872e-07 -2.533593e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.448267e-06 -6.898820e-07 -7.325358e-06) (-6.986808e-08 5.182276e-06 -1.852260e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
95           	((-4.614146e-06 2.977157e-05 -1.928312e-26) (3.421153e-05 4.662700e-07 -2.539356e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.465735e-06 -6.921218e-07 -7.334161e-06) (-6.994049e-08 5.131729e-06 -1.836084e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
96           	((-4.628717e-06 2.987405e-05 -1.860933e-26) (3.388032e-05 4.668063e-07 -2.544087e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.481107e-06 -6.943075e-07 -7.342887e-06) (-7.002094e-08 5.082048e-06 -1.820215e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
97           	((-4.644161e-06 2.997048e-05 -1.794605e-26) (3.355470e-05 4.674032e-07 -2.549048e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.495572e-06 -6.966241e-07 -7.351495e-06) (-7.011048e-08 5.033205e-06 -1.804649e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
98           	((-4.660694e-06 3.007146e-05 -1.714456e-26) (3.323443e-05 4.680678e-07 -2.555168e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.510719e-06 -6.991040e-07 -7.360178e-06) (-7.021017e-08 4.985165e-06 -1.789378e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
99           	((-4.677778e-06 3.017956e-05 -1.621768e-26) (3.291932e-05 4.688004e-07 -2.562255e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.526935e-06 -7.016666e-07 -7.369094e-06) (-7.032007e-08 4.937898e-06 -1.774392e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
100          	((-4.694931e-06 3.029003e-05 -1.529798e-26) (3.260924e-05 4.695954e-07 -2.569394e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.543505e-06 -7.042396e-07 -7.378159e-06) (-7.043931e-08 4.891386e-06 -1.759682e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
101          	((-4.712116e-06 3.039717e-05 -1.450179e-26) (3.230411e-05 4.704455e-07 -2.575838e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.559575e-06 -7.068174e-07 -7.387155e-06) (-7.056682e-08 4.845616e-06 -1.745240e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
102          	((-4.729508e-06 3.049939e-05 -1.383462e-26) (3.200386e-05 4.713461e-07 -2.581529e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.574908e-06 -7.094262e-07 -7.395967e-06) (-7.070192e-08 4.800579e-06 -1.731060e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
103          	((-4.747205e-06 3.059975e-05 -1.320146e-26) (3.170841e-05 4.722958e-07 -2.586982e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.589962e-06 -7.120807e-07 -7.404661e-06) (-7.084436e-08 4.756262e-06 -1.717137e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
104          	((-4.765157e-06 3.070194e-05 -1.250689e-26) (3.141768e-05 4.732938e-07 -2.592739e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.605291e-06 -7.147736e-07 -7.413370e-06) (-7.099407e-08 4.712652e-06 -1.703464e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
105          	((-4.794463e-06 3.079762e-05 -4.940215e-26) (3.113195e-05 4.743283e-07 -2.515492e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.619643e-06 -7.191694e-07 -7.422180e-06) (-7.114924e-08 4.669792e-06 -1.690028e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
106          	((-4.811182e-06 3.091307e-05 -4.841210e-26) (3.085109e-05 4.753981e-07 -2.522951e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.636961e-06 -7.216773e-07 -7.430902e-06) (-7.130971e-08 4.627663e-06 -1.676823e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
107          	((-4.827085e-06 3.102409e-05 -4.748763e-26) (3.057447e-05 4.765080e-07 -2.530250e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.653613e-06 -7.240627e-07 -7.439770e-06) (-7.147620e-08 4.586170e-06 -1.663848e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
108          	((-4.843148e-06 3.112149e-05 -4.681002e-26) (3.030211e-05 4.776617e-07 -2.536369e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.668224e-06 -7.264721e-07 -7.448855e-06) (-7.164926e-08 4.545316e-06 -1.651097e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
109          	((-4.859553e-06 3.121201e-05 -4.626911e-26) (3.003389e-05 4.788664e-07 -2.541729e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.681801e-06 -7.289329e-07 -7.457694e-06) (-7.182996e-08 4.505084e-06 -1.638567e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
110          	((-4.876261e-06 3.130467e-05 -4.571191e-26) (2.976967e-05 4.801196e-07 -2.547044e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.695701e-06 -7.314392e-07 -7.466243e-06) (-7.201794e-08 4.465451e-06 -1.626253e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
111          	((-4.893498e-06 3.140909e-05 -4.497841e-26) (2.950931e-05 4.814163e-07 -2.553171e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.711363e-06 -7.340247e-07 -7.474747e-06) (-7.221244e-08 4.426396e-06 -1.614151e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
112          	((-4.910935e-06 3.152164e-05 -4.410470e-26) (2.925271e-05 4.827530e-07 -2.560021e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.728245e-06 -7.366402e-07 -7.483313e-06) (-7.241296e-08 4.387906e-06 -1.602254e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
113          	((-4.928152e-06 3.163201e-05 -4.323611e-26) (2.899982e-05 4.841278e-07 -2.566944e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.744802e-06 -7.392228e-07 -7.491932e-06) (-7.261918e-08 4.349973e-06 -1.590557e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
114          	((-4.945233e-06 3.173419e-05 -4.247576e-26) (2.875059e-05 4.855392e-07 -2.573493e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.760129e-06 -7.417850e-07 -7.500577e-06) (-7.283088e-08 4.312588e-06 -1.579055e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
115          	((-4.962545e-06 3.183001e-05 -4.181629e-26) (2.850496e-05 4.869859e-07 -2.579697e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.774501e-06 -7.443818e-07 -7.509231e-06) (-7.304789e-08 4.275744e-06 -1.567745e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
116          	((-4.980230e-06 3.192492e-05 -4.118666e-26) (2.826288e-05 4.884674e-07 -2.585811e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.788738e-06 -7.470345e-07 -7.517870e-06) (-7.327011e-08 4.239432e-06 -1.556622e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
117          	((-4.998053e-06 3.202270e-05 -4.052657e-26) (2.802427e-05 4.899830e-07 -2.592005e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.803404e-06 -7.497079e-07 -7.526430e-06) (-7.349744e-08 4.203641e-06 -1.545679e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
118          	((-5.031321e-06 3.212996e-05 -8.724686e-26) (2.778946e-05 4.915206e-07 -2.494049e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.819494e-06 -7.546982e-07 -7.534818e-06) (-7.372809e-08 4.168419e-06 -1.534908e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
119          	((-5.045587e-06 3.222879e-05 -8.653035e-26) (2.755851e-05 4.930730e-07 -2.500247e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.834318e-06 -7.568380e-07 -7.543224e-06) (-7.396094e-08 4.133776e-06 -1.524304e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
120          	((-5.059506e-06 3.232570e-05 -8.584126e-26) (2.733069e-05 4.946541e-07 -2.506505e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.848855e-06 -7.589259e-07 -7.551642e-06) (-7.419812e-08 4.099603e-06 -1.513866e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
121          	((-5.075108e-06 3.243134e-05 -8.501350e-26) (2.710602e-05 4.962686e-07 -2.513698e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.864701e-06 -7.612662e-07 -7.560024e-06) (-7.444029e-08 4.065902e-06 -1.503594e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
122          	((-5.091113e-06 3.252399e-05 -8.439241e-26) (2.688436e-05 4.979172e-07 -2.519682e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.878599e-06 -7.636670e-07 -7.568566e-06) (-7.468758e-08 4.032654e-06 -1.493488e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
123          	((-5.107720e-06 3.262604e-05 -8.361728e-26) (2.666558e-05 4.996036e-07 -2.526413e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.893907e-06 -7.661580e-07 -7.576915e-06) (-7.494053e-08 3.999838e-06 -1.483545e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
124          	((-5.123692e-06 3.271823e-05 -8.300666e-26) (2.644961e-05 5.013202e-07 -2.532167e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.907735e-06 -7.685538e-07 -7.585237e-06) (-7.519802e-08 3.967441e-06 -1.473759e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
125          	((-5.140170e-06 3.282139e-05 -8.223942e-26) (2.623638e-05 5.030672e-07 -2.538959e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.923209e-06 -7.710255e-07 -7.593321e-06) (-7.546008e-08 3.935457e-06 -1.464127e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
126          	((-5.156772e-06 3.292261e-05 -8.150326e-26) (2.602590e-05 5.048394e-07 -2.545694e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.938392e-06 -7.735158e-07 -7.601457e-06) (-7.572590e-08 3.903885e-06 -1.454644e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
127          	((-5.173378e-06 3.301332e-05 -8.092601e-26) (2.581815e-05 5.066372e-07 -2.551596e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.951998e-06 -7.760067e-07 -7.609824e-06) (-7.599558e-08 3.872723e-06 -1.445308e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
128          	((-5.190345e-06 3.310680e-05 -8.028460e-26) (2.561312e-05 5.084639e-07 -2.557803e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.966019e-06 -7.785517e-07 -7.618136e-06) (-7.626958e-08 3.841967e-06 -1.436113e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
129          	((-5.218480e-06 3.321396e-05 -1.129554e-25) (2.541104e-05 5.103082e-07 -2.491289e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.982094e-06 -7.827721e-07 -7.626080e-06) (-7.654622e-08 3.811656e-06 -1.427053e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
130          	((-5.233672e-06 3.331280e-05 -1.121974e-25) (2.521197e-05 5.121594e-07 -2.497946e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-4.996919e-06 -7.850508e-07 -7.634463e-06) (-7.682391e-08 3.781796e-06 -1.418125e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
131          	((-5.248192e-06 3.340326e-05 -1.115819e-25) (2.501540e-05 5.140292e-07 -2.504067e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.010489e-06 -7.872289e-07 -7.642731e-06) (-7.710439e-08 3.752310e-06 -1.409328e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
132          	((-5.263763e-06 3.350030e-05 -1.108643e-25) (2.482134e-05 5.159209e-07 -2.510980e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.025045e-06 -7.895644e-07 -7.650641e-06) (-7.738814e-08 3.723202e-06 -1.400662e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
133          	((-5.279970e-06 3.359712e-05 -1.101496e-25) (2.462971e-05 5.178348e-07 -2.517787e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.039569e-06 -7.919955e-07 -7.658543e-06) (-7.767522e-08 3.694457e-06 -1.392127e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
134          	((-5.296023e-06 3.368712e-05 -1.095442e-25) (2.444041e-05 5.197729e-07 -2.523779e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.053068e-06 -7.944035e-07 -7.666706e-06) (-7.796593e-08 3.666062e-06 -1.383720e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
135          	((-5.312139e-06 3.378721e-05 -1.087613e-25) (2.425338e-05 5.217371e-07 -2.530641e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.068081e-06 -7.968209e-07 -7.674654e-06) (-7.826056e-08 3.638007e-06 -1.375437e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
136          	((-5.328216e-06 3.388573e-05 -1.080101e-25) (2.406858e-05 5.237203e-07 -2.537391e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.082860e-06 -7.992324e-07 -7.682643e-06) (-7.855805e-08 3.610286e-06 -1.367273e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
137          	((-5.344395e-06 3.397441e-05 -1.074361e-25) (2.388599e-05 5.257208e-07 -2.543341e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.096161e-06 -8.016592e-07 -7.690834e-06) (-7.885812e-08 3.582899e-06 -1.359228e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
138          	((-5.370078e-06 3.406598e-05 -1.353345e-25) (2.370585e-05 5.277346e-07 -2.486818e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.109897e-06 -8.055117e-07 -7.698839e-06) (-7.916019e-08 3.555878e-06 -1.351294e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
139          	((-5.385139e-06 3.416737e-05 -1.344838e-25) (2.352822e-05 5.297561e-07 -2.494172e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.125106e-06 -8.077708e-07 -7.706526e-06) (-7.946342e-08 3.529233e-06 -1.343471e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
140          	((-5.399711e-06 3.426415e-05 -1.337104e-25) (2.335267e-05 5.317895e-07 -2.501281e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.139623e-06 -8.099567e-07 -7.714307e-06) (-7.976842e-08 3.502901e-06 -1.335758e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
141          	((-5.414880e-06 3.435413e-05 -1.330770e-25) (2.317923e-05 5.338358e-07 -2.507753e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.153119e-06 -8.122320e-07 -7.722320e-06) (-8.007537e-08 3.476884e-06 -1.328153e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
142          	((-5.430739e-06 3.444269e-05 -1.324783e-25) (2.300781e-05 5.359001e-07 -2.513974e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.166403e-06 -8.146108e-07 -7.730310e-06) (-8.038502e-08 3.451172e-06 -1.320658e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
143          	((-5.451567e-06 3.453485e-05 -1.468102e-25) (2.283849e-05 5.379809e-07 -2.487345e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.180227e-06 -8.177351e-07 -7.738066e-06) (-8.069714e-08 3.425773e-06 -1.313266e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
144          	((-5.466485e-06 3.462905e-05 -1.460747e-25) (2.267124e-05 5.400743e-07 -2.493881e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.194358e-06 -8.199728e-07 -7.745847e-06) (-8.101115e-08 3.400686e-06 -1.305975e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
145          	((-5.481223e-06 3.472051e-05 -1.453986e-25) (2.250584e-05 5.421827e-07 -2.500317e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.208077e-06 -8.221835e-07 -7.753730e-06) (-8.132741e-08 3.375875e-06 -1.298784e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
146          	((-5.496481e-06 3.481324e-05 -1.447006e-25) (2.234230e-05 5.443053e-07 -2.507066e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.221986e-06 -8.244721e-07 -7.761444e-06) (-8.164579e-08 3.351345e-06 -1.291691e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
147          	((-5.512255e-06 3.490447e-05 -1.440251e-25) (2.218060e-05 5.464400e-07 -2.513742e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.235671e-06 -8.268382e-07 -7.769122e-06) (-8.196600e-08 3.327090e-06 -1.284697e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
148          	((-5.533607e-06 3.499620e-05 -1.601709e-25) (2.202086e-05 5.485831e-07 -2.483350e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.249431e-06 -8.300411e-07 -7.776702e-06) (-8.228747e-08 3.303128e-06 -1.277798e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
149          	((-5.548543e-06 3.508590e-05 -1.594986e-25) (2.186307e-05 5.507320e-07 -2.489728e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.262885e-06 -8.322815e-07 -7.784515e-06) (-8.260980e-08 3.279461e-06 -1.270991e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
150          	((-5.563259e-06 3.517590e-05 -1.588212e-25) (2.170700e-05 5.528924e-07 -2.496229e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.276385e-06 -8.344889e-07 -7.792205e-06) (-8.293386e-08 3.256050e-06 -1.264273e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
151          	((-5.578416e-06 3.526508e-05 -1.581638e-25) (2.155266e-05 5.550637e-07 -2.502699e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.289762e-06 -8.367624e-07 -7.799825e-06) (-8.325955e-08 3.232899e-06 -1.257644e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
152          	((-5.594015e-06 3.535485e-05 -1.574917e-25) (2.140002e-05 5.572471e-07 -2.509230e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.303227e-06 -8.391022e-07 -7.807369e-06) (-8.358706e-08 3.210003e-06 -1.251104e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
153          	((-5.615387e-06 3.544584e-05 -1.745244e-25) (2.124918e-05 5.594382e-07 -2.476802e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.316876e-06 -8.423080e-07 -7.814807e-06) (-8.391573e-08 3.187378e-06 -1.244650e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
154          	((-5.629980e-06 3.553552e-05 -1.738235e-25) (2.110017e-05 5.616329e-07 -2.483261e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.330328e-06 -8.444971e-07 -7.822457e-06) (-8.424493e-08 3.165026e-06 -1.238278e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
155          	((-5.644443e-06 3.562252e-05 -1.731843e-25) (2.095272e-05 5.638357e-07 -2.489625e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.343378e-06 -8.466665e-07 -7.830101e-06) (-8.457536e-08 3.142908e-06 -1.231988e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
156          	((-5.659366e-06 3.570835e-05 -1.725692e-25) (2.080685e-05 5.660461e-07 -2.495931e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.356252e-06 -8.489049e-07 -7.837618e-06) (-8.490691e-08 3.121028e-06 -1.225781e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
157          	((-5.674712e-06 3.579607e-05 -1.719098e-25) (2.066253e-05 5.682659e-07 -2.502382e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.369411e-06 -8.512068e-07 -7.844959e-06) (-8.523989e-08 3.099380e-06 -1.219654e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
158          	((-5.690113e-06 3.588589e-05 -1.711980e-25) (2.051972e-05 5.704957e-07 -2.508961e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.382883e-06 -8.535170e-07 -7.852233e-06) (-8.557436e-08 3.077958e-06 -1.213607e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
159          	((-5.711861e-06 3.597600e-05 -1.906122e-25) (2.037857e-05 5.727292e-07 -2.471199e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.396400e-06 -8.567791e-07 -7.859499e-06) (-8.590938e-08 3.056785e-06 -1.207636e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
160          	((-5.726018e-06 3.606401e-05 -1.899156e-25) (2.023911e-05 5.749622e-07 -2.477565e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.409601e-06 -8.589028e-07 -7.867027e-06) (-8.624432e-08 3.035866e-06 -1.201739e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
161          	((-5.740247e-06 3.614672e-05 -1.893383e-25) (2.010105e-05 5.772007e-07 -2.483633e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.422008e-06 -8.610371e-07 -7.874620e-06) (-8.658011e-08 3.015158e-06 -1.195913e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
162          	((-5.754976e-06 3.622828e-05 -1.887756e-25) (1.996444e-05 5.794456e-07 -2.489647e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.434242e-06 -8.632464e-07 -7.882002e-06) (-8.691684e-08 2.994666e-06 -1.190162e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
163          	((-5.770052e-06 3.631410e-05 -1.881128e-25) (1.982923e-05 5.816988e-07 -2.495986e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.447115e-06 -8.655079e-07 -7.889084e-06) (-8.725482e-08 2.974384e-06 -1.184483e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
164          	((-5.785087e-06 3.640358e-05 -1.873664e-25) (1.969538e-05 5.839602e-07 -2.502567e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.460537e-06 -8.677631e-07 -7.896070e-06) (-8.759403e-08 2.954307e-06 -1.178877e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
165          	((-5.800019e-06 3.649213e-05 -1.866420e-25) (1.956286e-05 5.862274e-07 -2.509034e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.473819e-06 -8.700029e-07 -7.903221e-06) (-8.793411e-08 2.934430e-06 -1.173340e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
166          	((-5.822758e-06 3.657726e-05 -2.100804e-25) (1.943187e-05 5.884927e-07 -2.462193e-25) (0.000000e+00 0.000000e+00 0.000000e+00)) ((-5.486588e-06 -8.734137e-07 -7.910451e-06) (-8.827390e-08 2.914781e-06 -1.167869e-06) (0.000000e+00 0.000000e+00 0.000000e+00))
